trip_id,stop_id,stop_sequence,stop_headsign,arrival_time,departure_time,timepoint
C01_route_1_0000001_16500,mxc_C01_P_STP_01,0,Libertad,04:35:00,04:35:00,0
C01_route_1_0000001_16500,mxc_C01_P_STP_02,1,Calle Ocampo,04:36:32,04:36:32,0
C01_route_1_0000001_16500,mxc_C01_P_STP_03,2,Calle Parral,04:37:18,04:37:18,0
C01_route_1_0000001_16500,mxc_C01_P_STP_04,3,Calle Parral,04:38:33,04:38:33,0
C01_route_1_0000001_16500,mxc_C01_P_STP_05,4,Calle Parral,04:39:38,04:39:38,0
C01_route_1_0000001_16500,mxc_C01_P_STP_06,5,Av. Inglaterra,04:40:18,04:40:18,0
C01_route_1_0000001_16500,mxc_C01_P_STP_07,6,Perifierico Poniente,04:41:24,04:41:24,0
C01_route_1_0000001_16500,mxc_C01_P_STP_08,7,Concentro,04:43:42,04:43:42,0
C01_route_1_0000001_16500,mxc_C01_P_STP_09,8,Avenida Ignacio Luis Vallarta,04:44:42,04:44:42,0
C01_route_1_0000001_16500,mxc_C01_P_STP_10,9,Funeral Colonias,04:45:31,04:45:31,0
C01_route_1_0000001_16500,mxc_C01_P_STP_11,10,Avenida Ignacio Luis Vallarta,04:46:33,04:46:33,0
C01_route_1_0000001_16500,mxc_C01_P_STP_14,13,Avenida Ignacio Luis Vallarta,04:49:29,04:49:29,0
C01_route_1_0000001_16500,mxc_C01_P_STP_15,14,Jocotan,04:50:45,04:50:45,0
C01_route_1_0000001_16500,mxc_C01_P_STP_17,16,Plaza Galerias,04:53:53,04:53:53,0
C01_route_1_0000001_16500,mxc_C01_P_STP_19,18,Av. Patria,04:56:34,04:56:34,0
C01_route_1_0000001_16500,mxc_C01_P_STP_20,19,A las Motañas,04:57:46,04:57:46,0
C01_route_1_0000001_16500,mxc_C01_P_STP_22,21,Avenida México,05:03:27,05:03:27,0
C01_route_1_0000001_16500,mxc_C01_P_STP_23,22,Avenida México,05:04:22,05:04:22,0
C01_route_1_0000001_16500,mxc_C01_P_STP_25,24,Avenida México,05:06:44,05:06:44,0
C01_route_1_0000001_16500,mxc_C01_P_STP_26,25,Avenida México,05:07:57,05:07:57,0
C01_route_1_0000001_16500,mxc_C01_P_STP_27,26,Avenida México,05:09:14,05:09:14,0
C01_route_1_0000001_16500,mxc_C01_P_STP_28,27,Bismarck,05:09:59,05:09:59,0
C01_route_1_0000001_16500,mxc_C01_P_STP_29,28,Av. Adolfo López Mateos Norte,05:10:49,05:10:49,0
C01_route_1_0000001_16500,mxc_C01_P_STP_30,29,Avenida México,05:12:05,05:12:05,0
C01_route_1_0000001_16500,mxc_C01_P_STP_31,30,Avenida México,05:13:18,05:13:18,0
C01_route_1_0000001_16500,mxc_C01_P_STP_32,31,Ladrón de Guevara,05:14:34,05:14:34,0
C01_route_1_0000001_16500,mxc_C01_P_STP_33,32,Colonia Americana,05:16:04,05:16:04,0
C01_route_1_0000001_16500,mxc_C01_P_STP_34,33,Colonia Americana,05:17:10,05:17:10,0
C01_route_1_0000001_16500,mxc_C01_P_STP_35,34,Colonia Americana,05:18:10,05:18:10,0
C01_route_1_0000001_16500,mxc_C01_P_STP_36,35,Juan Manuel,05:19:10,05:19:10,0
C01_route_1_0000001_16500,mxc_C01_P_STP_37,36,Juan Manuel,05:20:07,05:20:07,0
C01_route_1_0000001_16500,mxc_C01_P_STP_38,37,Juan Manuel,05:21:39,05:21:39,0
C01_route_1_0000001_16500,mxc_C01_P_STP_40,39,Calle Belén,05:24:57,05:24:57,0
C01_route_1_0000001_16500,mxc_C01_P_STP_41,40,Humboldt,05:26:40,05:26:40,0
C01_route_1_0000001_16500,mxc_C08_STP_49,38,Calle Pedro Loza,05:23:27,05:23:27,0
C01_route_1_0000001_16500,mxc_C104_STP_117,17,Velazquez,04:55:19,04:55:19,0
C01_route_1_0000001_16500,mxc_C104_STP_121,20,Avenida México,05:00:51,05:00:51,0
C01_route_1_0000001_16500,mxc_C107_STP_46,23,Avenida México,05:05:31,05:05:31,0
C01_route_1_0000001_16500,mxc_C109_STP_11,15,Santa Maria del Pueblito,04:52:14,04:52:14,0
C01_route_1_0000001_16500,mxc_C110V1_STP_28,11,Los Pirules,04:47:26,04:47:26,0
C01_route_1_0000001_16500,mxc_C110V1_STP_29,12,Ciudad Granja,04:48:38,04:48:38,0
C01_route_2_0000001_21120,mxc_C01_P_STP_41,41,Humboldt,05:52:00,05:52:00,0
C01_route_2_0000001_21120,mxc_C01_P_STP_43,42,Calle Belén,05:53:14,05:53:14,0
C01_route_2_0000001_21120,mxc_C01_P_STP_44,43,Calle Liceo,05:54:03,05:54:03,0
C01_route_2_0000001_21120,mxc_C01_P_STP_45,44,Avenida Fray Antonio Alcalde,05:54:43,05:54:43,0
C01_route_2_0000001_21120,mxc_C01_P_STP_46,45,Calle Santa Mónica,05:55:33,05:55:33,0
C01_route_2_0000001_21120,mxc_C01_P_STP_47,46,Calle San Felipe,05:56:19,05:56:19,0
C01_route_2_0000001_21120,mxc_C01_P_STP_48,47,Calle San Felipe,05:57:35,05:57:35,0
C01_route_2_0000001_21120,mxc_C01_P_STP_49,48,Calle San Felipe,05:59:00,05:59:00,0
C01_route_2_0000001_21120,mxc_C01_P_STP_50,49,Calle San Felipe,06:00:36,06:00:36,0
C01_route_2_0000001_21120,mxc_C01_P_STP_51,50,Calle San Felipe,06:01:34,06:01:34,0
C01_route_2_0000001_21120,mxc_C01_P_STP_52,51,Avenida México,06:02:48,06:02:48,0
C01_route_2_0000001_21120,mxc_C01_P_STP_53,52,Ladrón de Guevara,06:04:11,06:04:11,0
C01_route_2_0000001_21120,mxc_C01_P_STP_54,53,Ladrón de Guevara,06:05:28,06:05:28,0
C01_route_2_0000001_21120,mxc_C01_P_STP_55,54,Ladrón de Guevara,06:07:14,06:07:14,0
C01_route_2_0000001_21120,mxc_C01_P_STP_56,55,Av. Adolfo López Mateos Norte,06:08:09,06:08:09,0
C01_route_2_0000001_21120,mxc_C01_P_STP_58,57,Avenida México,06:09:42,06:09:42,0
C01_route_2_0000001_21120,mxc_C01_P_STP_59,58,Avenida México,06:10:58,06:10:58,0
C01_route_2_0000001_21120,mxc_C01_P_STP_60,59,Avenida Aztecas,06:12:47,06:12:47,0
C01_route_2_0000001_21120,mxc_C01_P_STP_61,60,Avenida México,06:13:47,06:13:47,0
C01_route_2_0000001_21120,mxc_C01_P_STP_62,61,Avenida México,06:14:55,06:14:55,0
C01_route_2_0000001_21120,mxc_C01_P_STP_63,62,Pedro Alarcon,06:18:46,06:18:46,0
C01_route_2_0000001_21120,mxc_C01_P_STP_65,64,Avenida Ignacio Luis Vallarta,06:21:14,06:21:14,0
C01_route_2_0000001_21120,mxc_C01_P_STP_66,65,Plaza Galerias,06:22:18,06:22:18,0
C01_route_2_0000001_21120,mxc_C01_P_STP_67,66,Avenida Ignacio Luis Vallarta,06:24:08,06:24:08,0
C01_route_2_0000001_21120,mxc_C01_P_STP_68,67,Santa Maria del Pueblito,06:25:02,06:25:02,0
C01_route_2_0000001_21120,mxc_C01_P_STP_69,68,Avenida Ignacio Luis Vallarta,06:26:16,06:26:16,0
C01_route_2_0000001_21120,mxc_C01_P_STP_71,70,Ciudad Granja,06:28:36,06:28:36,0
C01_route_2_0000001_21120,mxc_C01_P_STP_72,71,Los Pirules,06:29:53,06:29:53,0
C01_route_2_0000001_21120,mxc_C01_P_STP_75,74,Periférico Oriente,06:33:56,06:33:56,0
C01_route_2_0000001_21120,mxc_C01_P_STP_76,75,Av. Inglaterra,06:34:49,06:34:49,0
C01_route_2_0000001_21120,mxc_C01_P_STP_77,76,Juan Santibáñez,06:35:47,06:35:47,0
C01_route_2_0000001_21120,mxc_C01_P_STP_78,77,Calle Parral,06:36:47,06:36:47,0
C01_route_2_0000001_21120,mxc_C01_P_STP_79,78,Calle Parral,06:38:15,06:38:15,0
C01_route_2_0000001_21120,mxc_C01_P_STP_80,79,Parral,06:39:41,06:39:41,0
C01_route_2_0000001_21120,mxc_C104_STP_93,63,Avenida Patria,06:19:46,06:19:46,0
C01_route_2_0000001_21120,mxc_C107_STP_38,56,Av. Terranova,06:09:00,06:09:00,0
C01_route_2_0000001_21120,mxc_C109_STP_46,69,Jocotan,06:27:06,06:27:06,0
C01_route_2_0000001_21120,mxc_C110V1_STP_74,72,Funeral Colonias,06:31:06,06:31:06,0
C01_route_2_0000001_21120,mxc_C110V1_STP_75,73,Concentro,06:32:19,06:32:19,0
C01_trip_1,mxc_C01_P_STP_01,0,Libertad,04:35:00,04:35:00,0
C01_trip_1,mxc_C01_P_STP_02,1,Calle Ocampo,04:36:32,04:36:32,0
C01_trip_1,mxc_C01_P_STP_03,2,Calle Parral,04:37:18,04:37:18,0
C01_trip_1,mxc_C01_P_STP_04,3,Calle Parral,04:38:33,04:38:33,0
C01_trip_1,mxc_C01_P_STP_05,4,Calle Parral,04:39:38,04:39:38,0
C01_trip_1,mxc_C01_P_STP_06,5,Av. Inglaterra,04:40:18,04:40:18,0
C01_trip_1,mxc_C01_P_STP_07,6,Perifierico Poniente,04:41:24,04:41:24,0
C01_trip_1,mxc_C01_P_STP_08,7,Concentro,04:43:42,04:43:42,0
C01_trip_1,mxc_C01_P_STP_09,8,Avenida Ignacio Luis Vallarta,04:44:42,04:44:42,0
C01_trip_1,mxc_C01_P_STP_10,9,Funeral Colonias,04:45:31,04:45:31,0
C01_trip_1,mxc_C01_P_STP_11,10,Avenida Ignacio Luis Vallarta,04:46:33,04:46:33,0
C01_trip_1,mxc_C01_P_STP_14,13,Avenida Ignacio Luis Vallarta,04:49:29,04:49:29,0
C01_trip_1,mxc_C01_P_STP_15,14,Jocotan,04:50:45,04:50:45,0
C01_trip_1,mxc_C01_P_STP_17,16,Plaza Galerias,04:53:53,04:53:53,0
C01_trip_1,mxc_C01_P_STP_19,18,Av. Patria,04:56:34,04:56:34,0
C01_trip_1,mxc_C01_P_STP_20,19,A las Motañas,04:57:46,04:57:46,0
C01_trip_1,mxc_C01_P_STP_22,21,Avenida México,05:03:27,05:03:27,0
C01_trip_1,mxc_C01_P_STP_23,22,Avenida México,05:04:22,05:04:22,0
C01_trip_1,mxc_C01_P_STP_25,24,Avenida México,05:06:44,05:06:44,0
C01_trip_1,mxc_C01_P_STP_26,25,Avenida México,05:07:57,05:07:57,0
C01_trip_1,mxc_C01_P_STP_27,26,Avenida México,05:09:14,05:09:14,0
C01_trip_1,mxc_C01_P_STP_28,27,Bismarck,05:09:59,05:09:59,0
C01_trip_1,mxc_C01_P_STP_29,28,Av. Adolfo López Mateos Norte,05:10:49,05:10:49,0
C01_trip_1,mxc_C01_P_STP_30,29,Avenida México,05:12:05,05:12:05,0
C01_trip_1,mxc_C01_P_STP_31,30,Avenida México,05:13:18,05:13:18,0
C01_trip_1,mxc_C01_P_STP_32,31,Ladrón de Guevara,05:14:34,05:14:34,0
C01_trip_1,mxc_C01_P_STP_33,32,Colonia Americana,05:16:04,05:16:04,0
C01_trip_1,mxc_C01_P_STP_34,33,Colonia Americana,05:17:10,05:17:10,0
C01_trip_1,mxc_C01_P_STP_35,34,Colonia Americana,05:18:10,05:18:10,0
C01_trip_1,mxc_C01_P_STP_36,35,Juan Manuel,05:19:10,05:19:10,0
C01_trip_1,mxc_C01_P_STP_37,36,Juan Manuel,05:20:07,05:20:07,0
C01_trip_1,mxc_C01_P_STP_38,37,Juan Manuel,05:21:39,05:21:39,0
C01_trip_1,mxc_C01_P_STP_40,39,Calle Belén,05:24:57,05:24:57,0
C01_trip_1,mxc_C01_P_STP_41,40,Humboldt,05:26:40,05:26:40,0
C01_trip_1,mxc_C08_STP_49,38,Calle Pedro Loza,05:23:27,05:23:27,0
C01_trip_1,mxc_C104_STP_117,17,Velazquez,04:55:19,04:55:19,0
C01_trip_1,mxc_C104_STP_121,20,Avenida México,05:00:51,05:00:51,0
C01_trip_1,mxc_C107_STP_46,23,Avenida México,05:05:31,05:05:31,0
C01_trip_1,mxc_C109_STP_11,15,Santa Maria del Pueblito,04:52:14,04:52:14,0
C01_trip_1,mxc_C110V1_STP_28,11,Los Pirules,04:47:26,04:47:26,0
C01_trip_1,mxc_C110V1_STP_29,12,Ciudad Granja,04:48:38,04:48:38,0
C01_trip_2,mxc_C01_P_STP_41,41,Humboldt,05:52:00,05:52:00,0
C01_trip_2,mxc_C01_P_STP_43,42,Calle Belén,05:53:14,05:53:14,0
C01_trip_2,mxc_C01_P_STP_44,43,Calle Liceo,05:54:03,05:54:03,0
C01_trip_2,mxc_C01_P_STP_45,44,Avenida Fray Antonio Alcalde,05:54:43,05:54:43,0
C01_trip_2,mxc_C01_P_STP_46,45,Calle Santa Mónica,05:55:33,05:55:33,0
C01_trip_2,mxc_C01_P_STP_47,46,Calle San Felipe,05:56:19,05:56:19,0
C01_trip_2,mxc_C01_P_STP_48,47,Calle San Felipe,05:57:35,05:57:35,0
C01_trip_2,mxc_C01_P_STP_49,48,Calle San Felipe,05:59:00,05:59:00,0
C01_trip_2,mxc_C01_P_STP_50,49,Calle San Felipe,06:00:36,06:00:36,0
C01_trip_2,mxc_C01_P_STP_51,50,Calle San Felipe,06:01:34,06:01:34,0
C01_trip_2,mxc_C01_P_STP_52,51,Avenida México,06:02:48,06:02:48,0
C01_trip_2,mxc_C01_P_STP_53,52,Ladrón de Guevara,06:04:11,06:04:11,0
C01_trip_2,mxc_C01_P_STP_54,53,Ladrón de Guevara,06:05:28,06:05:28,0
C01_trip_2,mxc_C01_P_STP_55,54,Ladrón de Guevara,06:07:14,06:07:14,0
C01_trip_2,mxc_C01_P_STP_56,55,Av. Adolfo López Mateos Norte,06:08:09,06:08:09,0
C01_trip_2,mxc_C01_P_STP_58,57,Avenida México,06:09:42,06:09:42,0
C01_trip_2,mxc_C01_P_STP_59,58,Avenida México,06:10:58,06:10:58,0
C01_trip_2,mxc_C01_P_STP_60,59,Avenida Aztecas,06:12:47,06:12:47,0
C01_trip_2,mxc_C01_P_STP_61,60,Avenida México,06:13:47,06:13:47,0
C01_trip_2,mxc_C01_P_STP_62,61,Avenida México,06:14:55,06:14:55,0
C01_trip_2,mxc_C01_P_STP_63,62,Pedro Alarcon,06:18:46,06:18:46,0
C01_trip_2,mxc_C01_P_STP_65,64,Avenida Ignacio Luis Vallarta,06:21:14,06:21:14,0
C01_trip_2,mxc_C01_P_STP_66,65,Plaza Galerias,06:22:18,06:22:18,0
C01_trip_2,mxc_C01_P_STP_67,66,Avenida Ignacio Luis Vallarta,06:24:08,06:24:08,0
C01_trip_2,mxc_C01_P_STP_68,67,Santa Maria del Pueblito,06:25:02,06:25:02,0
C01_trip_2,mxc_C01_P_STP_69,68,Avenida Ignacio Luis Vallarta,06:26:16,06:26:16,0
C01_trip_2,mxc_C01_P_STP_71,70,Ciudad Granja,06:28:36,06:28:36,0
C01_trip_2,mxc_C01_P_STP_72,71,Los Pirules,06:29:53,06:29:53,0
C01_trip_2,mxc_C01_P_STP_75,74,Periférico Oriente,06:33:56,06:33:56,0
C01_trip_2,mxc_C01_P_STP_76,75,Av. Inglaterra,06:34:49,06:34:49,0
C01_trip_2,mxc_C01_P_STP_77,76,Juan Santibáñez,06:35:47,06:35:47,0
C01_trip_2,mxc_C01_P_STP_78,77,Calle Parral,06:36:47,06:36:47,0
C01_trip_2,mxc_C01_P_STP_79,78,Calle Parral,06:38:15,06:38:15,0
C01_trip_2,mxc_C01_P_STP_80,79,Parral,06:39:41,06:39:41,0
C01_trip_2,mxc_C104_STP_93,63,Avenida Patria,06:19:46,06:19:46,0
C01_trip_2,mxc_C107_STP_38,56,Av. Terranova,06:09:00,06:09:00,0
C01_trip_2,mxc_C109_STP_46,69,Jocotan,06:27:06,06:27:06,0
C01_trip_2,mxc_C110V1_STP_74,72,Funeral Colonias,06:31:06,06:31:06,0
C01_trip_2,mxc_C110V1_STP_75,73,Concentro,06:32:19,06:32:19,0
C02_route_1_0000001_15600,mxc_C02_STP_04,83,Av. Reforma,04:24:08,04:24:08,0
C02_route_1_0000001_15600,mxc_C02_STP_05,84,Prado Soleado,04:24:56,04:24:56,0
C02_route_1_0000001_15600,mxc_C02_STP_06,85,Rancho de La Cruz,04:25:59,04:25:59,0
C02_route_1_0000001_15600,mxc_C02_STP_07,86,Av. Tonaltecas,04:26:49,04:26:49,0
C02_route_1_0000001_15600,mxc_C02_STP_08,87,Juan Gil Preciado,04:29:39,04:29:39,0
C02_route_1_0000001_15600,mxc_C02_STP_09,88,Loma del Norte,04:33:20,04:33:20,0
C02_route_1_0000001_15600,mxc_C02_STP_10,89,Loma Luna,04:34:35,04:34:35,0
C02_route_1_0000001_15600,mxc_C02_STP_12,91,Calle González Ortega,04:37:39,04:37:39,0
C02_route_1_0000001_15600,mxc_C02_STP_13,92,González Ortega,04:38:41,04:38:41,0
C02_route_1_0000001_15600,mxc_C02_STP_14,93,Manuel Uribe,04:40:36,04:40:36,0
C02_route_1_0000001_15600,mxc_C02_STP_16,95,Guinea,04:42:16,04:42:16,0
C02_route_1_0000001_15600,mxc_C02_STP_17,96,Avenida Mercedes Celis,04:43:31,04:43:31,0
C02_route_1_0000001_15600,mxc_C02_STP_19,98,Avenida Mercedes Celis,04:45:18,04:45:18,0
C02_route_1_0000001_15600,mxc_C02_STP_21,100,Calle Adrián Puga,04:47:08,04:47:08,0
C02_route_1_0000001_15600,mxc_C02_STP_22,101,Calle Adrián Puga,04:48:03,04:48:03,0
C02_route_1_0000001_15600,mxc_C02_STP_23,102,Calle Adrián Puga,04:48:50,04:48:50,0
C02_route_1_0000001_15600,mxc_C02_STP_24,103,Jesús Ruiz,04:49:31,04:49:31,0
C02_route_1_0000001_15600,mxc_C02_STP_25,104,Calle Adrián Puga,04:50:31,04:50:31,0
C02_route_1_0000001_15600,mxc_C02_STP_26,105,Calle Adrián Puga,04:51:27,04:51:27,0
C02_route_1_0000001_15600,mxc_C02_STP_28,107,Calle Adrián Puga,04:53:26,04:53:26,0
C02_route_1_0000001_15600,mxc_C02_STP_29,108,Calle Cenobio Paniagua,04:55:14,04:55:14,0
C02_route_1_0000001_15600,mxc_C02_STP_30,109,Calle Carlos González Pena,04:56:02,04:56:02,0
C02_route_1_0000001_15600,mxc_C02_STP_31,110,Valentin Gomez Farias,04:57:05,04:57:05,0
C02_route_1_0000001_15600,mxc_C02_STP_33,112,Avenida del Chamizal,04:59:15,04:59:15,0
C02_route_1_0000001_15600,mxc_C02_STP_34,113,Calle Jorge Delorme y Campos,04:59:53,04:59:53,0
C02_route_1_0000001_15600,mxc_C02_STP_35,114,Valentín Gómez Farías,05:01:03,05:01:03,0
C02_route_1_0000001_15600,mxc_C02_STP_36,115,Doctor Salvador García Diego,05:02:23,05:02:23,0
C02_route_1_0000001_15600,mxc_C02_STP_39,118,Calle Antonio Tello,05:05:18,05:05:18,0
C02_route_1_0000001_15600,mxc_C02_STP_42,121,Calle Valentín Gómez Farías,05:08:35,05:08:35,0
C02_route_1_0000001_15600,mxc_C02_STP_43,122,Calle Valentín Gómez Farías,05:09:21,05:09:21,0
C02_route_1_0000001_15600,mxc_C02_STP_46,125,Calle Valentín Gómez Farías,05:12:07,05:12:07,0
C02_route_1_0000001_15600,mxc_C02_STP_49,128,Calle Valentín Gómez Farías,05:15:46,05:15:46,0
C02_route_1_0000001_15600,mxc_C02_STP_53,132,Avenida 8 de Julio,05:20:01,05:20:01,0
C02_route_1_0000001_15600,mxc_C06_STP_62,123,Valentín Gómez Farías,05:10:26,05:10:26,0
C02_route_1_0000001_15600,mxc_C06_STP_67,127,Calle Valentín Gómez Farías,05:14:29,05:14:29,0
C02_route_1_0000001_15600,mxc_C07V1_STP_50,129,Calle Francisco Indalecio Madero,05:16:46,05:16:46,0
C02_route_1_0000001_15600,mxc_C07V1_STP_51,130,Calle Francisco Indalecio Madero,05:17:42,05:17:42,0
C02_route_1_0000001_15600,mxc_C122_STP_58,94,Eleuterio Gonzalez,04:41:26,04:41:26,0
C02_route_1_0000001_15600,mxc_C13V1_STP_53,126,Calle Matamoros,05:13:26,05:13:26,0
C02_route_1_0000001_15600,mxc_C17_STP_22,106,Calle Adrián Puga,04:52:17,04:52:17,0
C02_route_1_0000001_15600,mxc_C17_STP_40,124,Calle Valentín Gómez Farías,05:11:12,05:11:12,0
C02_route_1_0000001_15600,mxc_C19_STP_03,82,Av. de la Cruz,04:22:02,04:22:02,0
C02_route_1_0000001_15600,mxc_C22_STP_57,131,Calle Francisco Indalecio Madero,05:18:46,05:18:46,0
C02_route_1_0000001_15600,mxc_C29V1_STP_30,99,Avenida Mercedes Celis,04:46:13,04:46:13,0
C02_route_1_0000001_15600,mxc_C36_STP_20,90,Calle Obregón,04:36:16,04:36:16,0
C02_route_1_0000001_15600,mxc_C38V1_STP_39,111,Avenida del Parque,04:57:50,04:57:50,0
C02_route_1_0000001_15600,mxc_C38V1_STP_44,116,Calle Valentín Gómez Farías,05:03:05,05:03:05,0
C02_route_1_0000001_15600,mxc_C38V1_STP_45,117,Valentín Gómez Farías,05:04:23,05:04:23,0
C02_route_1_0000001_15600,mxc_C38V1_STP_47,119,Estación de Tren sanjun dedios,05:06:11,05:06:11,0
C02_route_1_0000001_15600,mxc_C38V1_STP_48,120,Calle Valentín Gómez Farías,05:07:30,05:07:30,0
C02_route_1_0000001_15600,mxc_C38V1_STP_88,97,Avenida Mercedes Celis,04:44:21,04:44:21,0
C02_route_1_0000001_15600,mxc_C66V2_STP_01,80,Agustín Melgar,04:20:00,04:20:00,0
C02_route_1_0000001_15600,mxc_C66V2_STP_02,81,Prados de Los Mezquites,04:21:02,04:21:02,0
C02_route_2_0000001_20280,mxc_C02_STP_100,179,Prado Soleado,06:31:31,06:31:31,0
C02_route_2_0000001_20280,mxc_C02_STP_101,180,Avenida Reforma,06:32:21,06:32:21,0
C02_route_2_0000001_20280,mxc_C02_STP_102,181,Rancho de La Cruz,06:33:11,06:33:11,0
C02_route_2_0000001_20280,mxc_C02_STP_103,182,Plan de Ayutla,06:34:07,06:34:07,0
C02_route_2_0000001_20280,mxc_C02_STP_104,183,Av. de la Cruz,06:35:25,06:35:25,0
C02_route_2_0000001_20280,mxc_C02_STP_28,160,Calle Adrián Puga,06:05:11,06:05:11,0
C02_route_2_0000001_20280,mxc_C02_STP_54,133,Calle Prisciliano Sánchez,05:38:00,05:38:00,0
C02_route_2_0000001_20280,mxc_C02_STP_55,134,Calle Prisciliano Sánchez,05:38:55,05:38:55,0
C02_route_2_0000001_20280,mxc_C02_STP_57,136,Calle Prisciliano Sánchez,05:40:33,05:40:33,0
C02_route_2_0000001_20280,mxc_C02_STP_59,138,Calle Aldama,05:42:30,05:42:30,0
C02_route_2_0000001_20280,mxc_C02_STP_60,139,Calle Aldama,05:43:07,05:43:07,0
C02_route_2_0000001_20280,mxc_C02_STP_61,140,Calle Federico Medrano,05:44:49,05:44:49,0
C02_route_2_0000001_20280,mxc_C02_STP_62,141,Calle Federico Medrano,05:46:00,05:46:00,0
C02_route_2_0000001_20280,mxc_C02_STP_63,142,Calle Federico Medrano,05:47:05,05:47:05,0
C02_route_2_0000001_20280,mxc_C02_STP_65,144,Calle Federico Medrano,05:49:11,05:49:11,0
C02_route_2_0000001_20280,mxc_C02_STP_66,145,Calle Federico Medrano,05:50:20,05:50:20,0
C02_route_2_0000001_20280,mxc_C02_STP_68,147,Calle Federico Medrano,05:52:20,05:52:20,0
C02_route_2_0000001_20280,mxc_C02_STP_69,148,Calle Federico Medrano,05:53:15,05:53:15,0
C02_route_2_0000001_20280,mxc_C02_STP_70,149,Colonia La Loma,05:54:20,05:54:20,0
C02_route_2_0000001_20280,mxc_C02_STP_71,150,Calle Federico Medrano,05:55:14,05:55:14,0
C02_route_2_0000001_20280,mxc_C02_STP_72,151,Calle Federico Medrano,05:55:58,05:55:58,0
C02_route_2_0000001_20280,mxc_C02_STP_73,152,Calle Federico Medrano,05:56:38,05:56:38,0
C02_route_2_0000001_20280,mxc_C02_STP_76,155,Calle Federico Medrano,06:00:10,06:00:10,0
C02_route_2_0000001_20280,mxc_C02_STP_77,156,Calle Federico Medrano,06:01:12,06:01:12,0
C02_route_2_0000001_20280,mxc_C02_STP_79,158,Calle Federico Medrano,06:03:21,06:03:21,0
C02_route_2_0000001_20280,mxc_C02_STP_82,161,Calle José María Verea,06:06:48,06:06:48,0
C02_route_2_0000001_20280,mxc_C02_STP_83,162,Calle José María Verea,06:07:48,06:07:48,0
C02_route_2_0000001_20280,mxc_C02_STP_84,163,Calle José María Verea,06:08:52,06:08:52,0
C02_route_2_0000001_20280,mxc_C02_STP_85,164,Calle José María Verea,06:09:51,06:09:51,0
C02_route_2_0000001_20280,mxc_C02_STP_86,165,Calle José María Verea,06:10:46,06:10:46,0
C02_route_2_0000001_20280,mxc_C02_STP_87,166,Calle José María Verea,06:11:39,06:11:39,0
C02_route_2_0000001_20280,mxc_C02_STP_89,168,Perfecto G. Bustamante,06:14:18,06:14:18,0
C02_route_2_0000001_20280,mxc_C02_STP_91,170,Av. Malecón,06:16:34,06:16:34,0
C02_route_2_0000001_20280,mxc_C02_STP_92,171,González Ortega,06:17:53,06:17:53,0
C02_route_2_0000001_20280,mxc_C02_STP_93,172,Calle González Ortega,06:18:58,06:18:58,0
C02_route_2_0000001_20280,mxc_C02_STP_94,173,Galeana,06:19:58,06:19:58,0
C02_route_2_0000001_20280,mxc_C02_STP_97,176,Antonio Caso,06:26:10,06:26:10,0
C02_route_2_0000001_20280,mxc_C02_STP_98,177,Juan Gil Preciado,06:27:26,06:27:26,0
C02_route_2_0000001_20280,mxc_C02_STP_99,178,San Felipe,06:30:13,06:30:13,0
C02_route_2_0000001_20280,mxc_C05_STP_39,135,Calle Prisciliano Sánchez,05:39:46,05:39:46,0
C02_route_2_0000001_20280,mxc_C108V1_STP_131,167,Av. Mercedes Celis,06:13:24,06:13:24,0
C02_route_2_0000001_20280,mxc_C124_STP_66,137,Huerto,05:41:39,05:41:39,0
C02_route_2_0000001_20280,mxc_C34_STP_85,146,Calle Federico Medrano,05:51:15,05:51:15,0
C02_route_2_0000001_20280,mxc_C34_STP_91,153,Calle Federico Medrano,05:57:27,05:57:27,0
C02_route_2_0000001_20280,mxc_C34_STP_92,154,Calle Rosa Navarro,05:58:55,05:58:55,0
C02_route_2_0000001_20280,mxc_C34_STP_95,157,Calle Federico Medrano,06:01:56,06:01:56,0
C02_route_2_0000001_20280,mxc_C34_STP_97,159,Avenida Manuel Román Alatorre,06:04:08,06:04:08,0
C02_route_2_0000001_20280,mxc_C36_STP_101,169,Manuel Uribe,06:15:30,06:15:30,0
C02_route_2_0000001_20280,mxc_C37V1_STP_93,174,Galeana,06:20:42,06:20:42,0
C02_route_2_0000001_20280,mxc_C37V1_STP_94,175,Galeana,06:21:26,06:21:26,0
C02_route_2_0000001_20280,mxc_C68_STP_97,143,Calle Federico Medrano,05:48:09,05:48:09,0
C02_trip_1,mxc_C02_STP_04,83,Av. Reforma,04:24:08,04:24:08,0
C02_trip_1,mxc_C02_STP_05,84,Prado Soleado,04:24:56,04:24:56,0
C02_trip_1,mxc_C02_STP_06,85,Rancho de La Cruz,04:25:59,04:25:59,0
C02_trip_1,mxc_C02_STP_07,86,Av. Tonaltecas,04:26:49,04:26:49,0
C02_trip_1,mxc_C02_STP_08,87,Juan Gil Preciado,04:29:39,04:29:39,0
C02_trip_1,mxc_C02_STP_09,88,Loma del Norte,04:33:20,04:33:20,0
C02_trip_1,mxc_C02_STP_10,89,Loma Luna,04:34:35,04:34:35,0
C02_trip_1,mxc_C02_STP_12,91,Calle González Ortega,04:37:39,04:37:39,0
C02_trip_1,mxc_C02_STP_13,92,González Ortega,04:38:41,04:38:41,0
C02_trip_1,mxc_C02_STP_14,93,Manuel Uribe,04:40:36,04:40:36,0
