stop_id,stop_name,stop_lat,stop_lon
mxc_C115_STP_100,Guillermo Baca,20.61599,-103.38188
mxc_C115_STP_101,Miguel Bravo,20.6136,-103.38026
mxc_C115_STP_102,Calle Othón Blanco Cáceres,20.61245,-103.38052
mxc_C115_STP_103,Calle Othón Blanco Cáceres,20.61155,-103.3808
mxc_C115_STP_104,Andrés Tamayo,20.61011,-103.38121
mxc_C115_STP_105,Andrés Tamayo,20.60908,-103.37767
mxc_C115_STP_106,Avenida 8 de Julio,20.58492,-103.38514
mxc_C115_STP_12,Avenida La Llave,20.56439,-103.34703
mxc_C115_STP_122,Calle San Francisco,20.5641,-103.34528
mxc_C115_STP_124,Calle San Francisco,20.56261,-103.3375
mxc_C115_STP_23,Andrés Tamayo,20.60938,-103.3781
mxc_C115_STP_24,Andrés Tamayo,20.60985,-103.3799
mxc_C115_STP_25,Andrés Tamayo,20.61004,-103.38112
mxc_C115_STP_26,Calle Leonardo Bravo,20.61243,-103.38043
mxc_C115_STP_27,Calle Othón Blanco Cáceres,20.61354,-103.38014
mxc_C115_STP_28,Calle Miguel Orozco Camacho,20.61403,-103.38146
mxc_C115_STP_29,Calle Miguel Orozco Camacho,20.61545,-103.38111
mxc_C115_STP_30,Guillermo Baca,20.61607,-103.38169
mxc_C115_STP_31,Manuel Trillo,20.61778,-103.3845
mxc_C115_STP_33,Calle Ricardo Palacios,20.61951,-103.38742
mxc_C115_STP_37,Calle Isla Zanzibar,20.62377,-103.39191
mxc_C115_STP_38,Calle Isla Zanzibar,20.62532,-103.39148
mxc_C115_STP_39,Calle Isla Zanzibar,20.62932,-103.3918
mxc_C115_STP_40,Isla Ustica,20.63143,-103.39261
mxc_C115_STP_41,Avenida Isla Gomera,20.63241,-103.39234
mxc_C115_STP_44,Avenida Isla Gomera,20.63668,-103.39151
mxc_C115_STP_45,Avenida Isla Pantenaria,20.63731,-103.39327
mxc_C115_STP_47,Avenida Rosario Castellanos,20.63947,-103.39161
mxc_C115_STP_48,Avenida Cruz del Sur,20.64082,-103.38989
mxc_C115_STP_49,Avenida Paseo de la Arboleda,20.64376,-103.38698
mxc_C115_STP_50,Avenida Paseo de la Arboleda,20.64811,-103.38677
mxc_C115_STP_51,Rinconada de la Arboleda,20.64963,-103.38649
mxc_C115_STP_52,Calle Trigo,20.65016,-103.38491
mxc_C115_STP_53,Calle Granadilla,20.64941,-103.38305
mxc_C115_STP_56,Avenida del Mercado,20.6569,-103.38022
mxc_C115_STP_58,Plátano,20.65947,-103.37897
mxc_C115_STP_59,Calle Piña,20.6601,-103.37771
mxc_C115_STP_60,Capulín,20.65938,-103.3758
mxc_C115_STP_61,Calle Fresno,20.6583,-103.37294
mxc_C115_STP_62,Calle Fresno,20.65758,-103.37102
mxc_C115_STP_65,Sabino,20.65978,-103.36789
mxc_C115_STP_66,Calle Roble,20.65883,-103.36823
mxc_C115_STP_67,Calle Roble,20.65701,-103.369
mxc_C115_STP_68,Calle Pino,20.65669,-103.37118
mxc_C115_STP_69,Calle Pino,20.65704,-103.37213
mxc_C115_STP_70,Calle Pino,20.65813,-103.37498
mxc_C115_STP_71,Calle Pino,20.65848,-103.37595
mxc_C115_STP_72,Calle Pino,20.65904,-103.3774
mxc_C115_STP_73,Calle Piña,20.65724,-103.37885
mxc_C115_STP_76,Avenida del Mercado,20.65443,-103.38065
mxc_C115_STP_77,Calle Nuez,20.65034,-103.38239
mxc_C115_STP_78,Calle Nuez,20.65029,-103.38468
mxc_C115_STP_79,Avenida Paseo de la Arboleda,20.64771,-103.38715
mxc_C115_STP_80,Avenida Paseo de la Arboleda,20.64489,-103.3877
mxc_C115_STP_81,Calle Isla Maria Cleofas,20.64375,-103.38727
mxc_C115_STP_82,Avenida Cruz del Sur,20.64133,-103.3896
mxc_C115_STP_83,Bahía,20.63971,-103.39169
mxc_C115_STP_84,Avenida Cruz del Sur,20.6381,-103.39439
mxc_C115_STP_86,Avenida Isla Pantenaria,20.63677,-103.39172
mxc_C115_STP_87,Avenida Isla Gomera,20.63553,-103.39181
mxc_C115_STP_88,Avenida Isla Gomera,20.63409,-103.39207
mxc_C115_STP_89,Avenida Isla Gomera,20.63262,-103.39248
mxc_C115_STP_91,Avenida Isla Gomera,20.6302,-103.39306
mxc_C115_STP_92,Avenida Jesús Reyes Heroles,20.62861,-103.39099
mxc_C115_STP_93,Calle Isla Zanzibar,20.6266,-103.39129
mxc_C115_STP_94,Calle Isla Zanzibar,20.62526,-103.39167
mxc_C115_STP_95,Calle Isla Zanzibar,20.6236,-103.39211
mxc_C115_STP_97,Avenida de los Ahuehuetes,20.62052,-103.3896
mxc_C115_STP_99,Juan Jimenez Mendez,20.61647,-103.38269
mxc_C116A_STP_02,Eucalipto,20.52773,-103.17492
mxc_C116A_STP_03,Pino,20.52647,-103.1749
mxc_C116A_STP_04,Calle Fresno,20.52522,-103.17495
mxc_C116A_STP_05,Norte,20.52386,-103.17497
mxc_C116A_STP_06,Circuito Jesús María Poniente,20.52253,-103.17511
mxc_C116A_STP_07,Calle Benito Juárez,20.52181,-103.17554
mxc_C116A_STP_08,Puebla,20.52085,-103.17621
mxc_C116A_STP_09,Manuel Acuña,20.5193,-103.17567
mxc_C116A_STP_10,Miguel Hidalgo,20.51879,-103.17716
mxc_C116A_STP_101,Revolución Sur,20.51389,-103.18682
mxc_C116A_STP_102,Batalla de Zacatecas,20.5119,-103.18366
mxc_C116A_STP_103,Calle Batalla de Trinidad,20.51126,-103.18283
mxc_C116A_STP_104,A Juanacatlán,20.51294,-103.17902
mxc_C116A_STP_105,José Antonio Torres,20.51656,-103.17818
mxc_C116A_STP_106,Gómez Farias,20.51817,-103.17876
mxc_C116A_STP_107,Alberto Rejón Castro,20.52674,-103.18181
mxc_C116A_STP_108,Jalisco 131,20.52926,-103.18147
mxc_C116A_STP_11,Gómez Farias,20.5183,-103.17873
mxc_C116A_STP_110,Miguel Hidalgo,20.52801,-103.18044
mxc_C116A_STP_111,Calle Vicente Guerrero,20.52827,-103.17789
mxc_C116A_STP_12,A Juanacatlán,20.51331,-103.17892
mxc_C116A_STP_13,Juan Escutia,20.51394,-103.18752
mxc_C116A_STP_14,Carretera el Salto,20.50979,-103.19943
mxc_C116A_STP_15,Avenida de los Robles,20.505,-103.2052
mxc_C116A_STP_16,Durazno,20.50345,-103.20671
mxc_C116A_STP_17,Azucenas Poniente,20.50184,-103.20541
mxc_C116A_STP_18,Amapolas,20.5004,-103.20428
mxc_C116A_STP_19,Jazmines,20.49852,-103.20274
mxc_C116A_STP_20,Jazmines,20.49861,-103.20211
mxc_C116A_STP_21,Copal,20.49911,-103.2014
mxc_C116A_STP_22,Thuyas,20.50093,-103.19882
mxc_C116A_STP_23,Chopos,20.50149,-103.19902
mxc_C116A_STP_24,Paseo de las Azucenas,20.50237,-103.1997
mxc_C116A_STP_25,Circuito Quelite,20.50411,-103.20108
mxc_C116A_STP_26,Paseo de las Azucenas,20.50581,-103.20195
mxc_C116A_STP_27,Camino de los Alamos,20.50572,-103.2044
mxc_C116A_STP_28,Avenida de Los Sabinos,20.50658,-103.20846
mxc_C116A_STP_29,Infonavit Condor,20.50257,-103.21991
mxc_C116A_STP_30,De Las Rosas,20.50421,-103.23253
mxc_C116A_STP_31,Carretera el Salto,20.50855,-103.2343
mxc_C116A_STP_32,Carretera el Salto,20.51161,-103.23666
mxc_C116A_STP_33,Carretera el Salto,20.51349,-103.23815
mxc_C116A_STP_34,Infonavit Condor,20.51735,-103.24095
mxc_C116A_STP_35,Carretera el Salto,20.52025,-103.24346
mxc_C116A_STP_36,Castillo de Chapultepec,20.5234,-103.24662
mxc_C116A_STP_37,A San José del Castillo,20.52578,-103.2486
mxc_C116A_STP_38,Colonia del fresno,20.5302,-103.24797
mxc_C116A_STP_39,Calle Mauro López,20.53584,-103.24718
mxc_C116A_STP_40,Calle Madero,20.53909,-103.24649
mxc_C116A_STP_42,Calle Mauro López,20.53556,-103.24741
mxc_C116A_STP_43,Colonia del fresno,20.5301,-103.24814
mxc_C116A_STP_45,A San José del Castillo,20.52769,-103.25008
mxc_C116A_STP_46,A San José del Castillo,20.53467,-103.25564
mxc_C116A_STP_47,Carretera el Salto,20.54267,-103.26191
mxc_C116A_STP_49,A San José del Castillo,20.55067,-103.26835
mxc_C116A_STP_50,Carretera el Salto,20.55728,-103.27358
mxc_C116A_STP_51,Carretera el Salto,20.56018,-103.27587
mxc_C116A_STP_52,Carretera San Martin el Verde,20.56224,-103.28308
mxc_C116A_STP_58,San Antonio,20.57007,-103.32703
mxc_C116A_STP_59,Calle Domingo Mendoza,20.57283,-103.32629
mxc_C116A_STP_60,Calle Emiliano Zapata,20.57467,-103.32577
mxc_C116A_STP_63,Calle Emiliano Zapata,20.57372,-103.32332
mxc_C116A_STP_64,Catarino Muñoz,20.57335,-103.3221
mxc_C116A_STP_66,Minerales,20.56966,-103.30512
mxc_C116A_STP_69,Carretera Guadalajara el Salto,20.56208,-103.28586
mxc_C116A_STP_70,Carretera Guadalajara el Salto,20.56199,-103.28378
mxc_C116A_STP_71,Carretera el Salto,20.5618,-103.27947
mxc_C116A_STP_72,Carretera el Salto,20.55992,-103.27602
mxc_C116A_STP_73,Flores Magón,20.5575,-103.27413
mxc_C116A_STP_74,Francisco Villa,20.55541,-103.27245
mxc_C116A_STP_75,Carretera el Salto,20.5503,-103.26839
mxc_C116A_STP_76,Hidalgo,20.54601,-103.26499
mxc_C116A_STP_77,Colonia del fresno,20.53098,-103.25312
mxc_C116A_STP_78,A San José del Castillo,20.52757,-103.25038
mxc_C116A_STP_79,Infonavit Condor,20.52466,-103.24806
mxc_C116A_STP_80,Carretera el Salto,20.52006,-103.24375
mxc_C116A_STP_81,Infonavit Condor,20.51775,-103.24184
mxc_C116A_STP_82,Carretera el Salto,20.51524,-103.23987
mxc_C116A_STP_83,Carretera el Salto,20.51375,-103.2387
mxc_C116A_STP_84,Carretera el Salto,20.51182,-103.23718
mxc_C116A_STP_85,De Las Rosas,20.50414,-103.23282
mxc_C116A_STP_86,Carretera el Salto,20.50392,-103.21536
mxc_C116A_STP_87,Avenida de Los Sabinos,20.50715,-103.20616
mxc_C116A_STP_88,Camino de los Alamos,20.50552,-103.20432
mxc_C116A_STP_89,Thuyas,20.50586,-103.20234
mxc_C116A_STP_91,Circuito Quelite,20.5041,-103.20128
mxc_C116A_STP_92,Paseo de las Azucenas,20.50244,-103.19995
mxc_C116A_STP_93,Limoneros,20.50049,-103.20006
mxc_C116A_STP_94,Copal,20.49943,-103.20136
mxc_C116A_STP_95,Jazmines,20.49876,-103.20254
mxc_C116A_STP_96,Calle Girnaldas,20.50047,-103.204
mxc_C116A_STP_97,Azucenas Poniente,20.50184,-103.20516
mxc_C116A_STP_98,Azucenas Poniente,20.50343,-103.20645
mxc_C116A_STP_99,Avenida de los Robles,20.50487,-103.20522
mxc_C116B_STP_01,Zaragoza,20.52847,-103.17607
mxc_C116B_STP_02,Calle Vicente Guerrero,20.52836,-103.1777
mxc_C116B_STP_03,Higueras,20.52808,-103.17947
mxc_C116B_STP_04,Mezquite,20.53029,-103.18016
mxc_C116B_STP_05,Calle Arizona,20.5303,-103.18131
mxc_C116B_STP_06,Calle Independencia,20.52353,-103.18072
mxc_C116B_STP_07,Calle Reforma,20.52059,-103.17968
mxc_C116B_STP_10,Camino a La Bombas,20.51183,-103.1906
mxc_C116B_STP_100,Heliodoro Hernández Loza,20.51234,-103.19066
mxc_C116B_STP_107,Ramón Corona,20.51917,-103.17752
mxc_C116B_STP_108,Calle Benito Juárez,20.52144,-103.17651
mxc_C116B_STP_109,Ignacio Zaragoza,20.52213,-103.17583
mxc_C116B_STP_11,Camino a La Bombas,20.51021,-103.19009
mxc_C116B_STP_110,Morelos,20.52367,-103.17558
mxc_C116B_STP_111,Morelos,20.52509,-103.17596
mxc_C116B_STP_112,Morelos,20.52636,-103.17611
mxc_C116B_STP_113,Pino,20.52634,-103.17498
mxc_C116B_STP_114,Alamo,20.52671,-103.17366
mxc_C116B_STP_115,Eucalipto,20.5279,-103.17342
mxc_C116B_STP_116,Eucalipto,20.52784,-103.17471
mxc_C116B_STP_117,Eucalipto,20.52764,-103.17605
mxc_C116B_STP_12,Calle Las Lilas,20.50945,-103.19121
mxc_C116B_STP_13,Calle Las Lilas,20.50743,-103.19095
mxc_C116B_STP_14,Calle Las Lilas,20.50584,-103.19096
mxc_C116B_STP_15,Crisantemo,20.50456,-103.19061
mxc_C116B_STP_16,Violeta,20.50357,-103.1918
mxc_C116B_STP_17,Calle Hostas,20.50308,-103.1928
mxc_C116B_STP_18,Calle Celosia,20.50216,-103.1936
mxc_C116B_STP_19,Calle Celosia,20.50298,-103.19548
mxc_C116B_STP_20,Calle Passiflora,20.50431,-103.1955
mxc_C116B_STP_21,Calle Passiflora,20.50574,-103.19548
mxc_C116B_STP_22,Avenida de los Robles,20.50597,-103.19708
mxc_C116B_STP_23,Tejocote,20.5061,-103.19944
mxc_C116B_STP_46,A San José del Castillo,20.54612,-103.26459
mxc_C116B_STP_87,Tejocote,20.50587,-103.19974
mxc_C116B_STP_88,Agapanto,20.50591,-103.19748
mxc_C116B_STP_89,Calle Passiflora,20.50573,-103.19565
mxc_C116B_STP_90,Calle Passiflora,20.50439,-103.19563
mxc_C116B_STP_91,Calle Passiflora,20.50313,-103.19569
mxc_C116B_STP_92,Calle Celosia,20.50232,-103.19426
mxc_C116B_STP_93,Calle Hostas,20.50274,-103.19289
mxc_C116B_STP_94,Violeta,20.50338,-103.19193
mxc_C116B_STP_95,Crisantemo,20.50436,-103.19059
mxc_C116B_STP_96,Calle Las Lilas,20.50555,-103.19067
mxc_C116B_STP_97,Calle Las Lilas,20.50701,-103.19069
mxc_C116B_STP_98,Calle Romero,20.50918,-103.19096
mxc_C116B_STP_99,Calle Las Lilas,20.50983,-103.19034
mxc_C117_STP_01,Avenida Valle de la Barca,20.8575,-103.42761
mxc_C117_STP_02,Valle de Zapotlán,20.85772,-103.42618
mxc_C117_STP_03,Valle de Zapotlán,20.85543,-103.42572
mxc_C117_STP_04,Valle de Zapopan,20.85368,-103.42541
mxc_C117_STP_05,Valle de Atemajac,20.85348,-103.42621
mxc_C117_STP_06,Avenida Valentín Vidrio Arce,20.8531,-103.42868
mxc_C117_STP_07,Avenida Valentín Vidrio Arce,20.85109,-103.42871
mxc_C117_STP_08,Avenida Valentín Vidrio Arce,20.84955,-103.42845
mxc_C117_STP_09,Valle de Copala,20.84779,-103.42814
mxc_C117_STP_10,Avenida Valle de los Molinos,20.84772,-103.42972
mxc_C117_STP_100,Los Robles,20.75088,-103.42044
mxc_C117_STP_101,El Tigre,20.75395,-103.42467
mxc_C117_STP_102,Eco Park,20.75587,-103.42731
mxc_C117_STP_103,El Zapote,20.75794,-103.43016
mxc_C117_STP_105,Atotonilco,20.76192,-103.43564
mxc_C117_STP_106,Encinos,20.76295,-103.43706
mxc_C117_STP_107,Avenida Juan Gil Preciado,20.76374,-103.43815
mxc_C117_STP_108,Alamitos,20.76442,-103.43908
mxc_C117_STP_109,Miguel Aleman,20.76562,-103.44076
mxc_C117_STP_11,Carretera a Colotlán,20.84977,-103.44468
mxc_C117_STP_111,La Cardona,20.76969,-103.44638
mxc_C117_STP_112,Granados,20.77213,-103.44973
mxc_C117_STP_113,Las Magnolias,20.77377,-103.45197
mxc_C117_STP_114,Calandrias,20.77641,-103.45557
mxc_C117_STP_115,Crucero Colotlán,20.78181,-103.46234
mxc_C117_STP_116,Puerta del Llano,20.78548,-103.4618
mxc_C117_STP_117,Camino a Copalita,20.80226,-103.45747
mxc_C117_STP_118,Amaranto,20.80783,-103.45584
mxc_C117_STP_119,Amaranto 1,20.80966,-103.45537
mxc_C117_STP_12,Valle de los Molinos,20.84975,-103.44532
mxc_C117_STP_120,Capistrano,20.81351,-103.45437
mxc_C117_STP_121,Los Molinos,20.82171,-103.45239
mxc_C117_STP_122,Calle 5 de Marzo,20.82811,-103.45072
mxc_C117_STP_123,25 de Mayo,20.8299,-103.45023
mxc_C117_STP_124,Carretera a Colotlán,20.84174,-103.44715
mxc_C117_STP_125,Albaterra,20.84775,-103.44561
mxc_C117_STP_126,Carretera a Colotlán,20.84968,-103.44498
mxc_C117_STP_127,López Mateos,20.84751,-103.43017
mxc_C117_STP_128,Valle de Copala,20.84713,-103.42821
mxc_C117_STP_129,Avenida Valentín Vidrio Arce,20.84853,-103.42802
mxc_C117_STP_13,Albaterra,20.84781,-103.44582
mxc_C117_STP_130,Avenida Valentín Vidrio Arce,20.85066,-103.42839
mxc_C117_STP_131,Avenida Valentín Vidrio Arce,20.85253,-103.42872
mxc_C117_STP_132,Valle de Atemajac,20.85346,-103.42538
mxc_C117_STP_133,Valle de Zapotlán,20.85531,-103.42545
mxc_C117_STP_134,Valle de Zapotlán,20.85767,-103.42587
mxc_C117_STP_135,Calle Arena,20.85748,-103.42854
mxc_C117_STP_136,Avenida Valentín Vidrio Arce,20.85746,-103.42959
mxc_C117_STP_14,Carretera a Colotlán,20.84167,-103.44744
mxc_C117_STP_15,25 de Mayo,20.82996,-103.4505
mxc_C117_STP_16,Los Molinos,20.82134,-103.45273
mxc_C117_STP_17,Palermo,20.81374,-103.45469
mxc_C117_STP_18,Amaranto 1,20.80991,-103.4557
mxc_C117_STP_19,Camino a Copalita,20.80161,-103.45788
mxc_C117_STP_20,Puerta del Llano,20.78525,-103.46217
mxc_C117_STP_21,Carretera a Colotlán,20.78187,-103.463
mxc_C117_STP_22,Crucero Colotlán,20.78115,-103.46274
mxc_C117_STP_23,Calandrias,20.77701,-103.45702
mxc_C117_STP_24,Las Magnolias,20.77354,-103.45228
mxc_C117_STP_25,La Cardona,20.77145,-103.44937
mxc_C117_STP_30,Encinos,20.76268,-103.43727
mxc_C117_STP_31,Atotonilco,20.76149,-103.43561
mxc_C117_STP_32,Guadalajara,20.75905,-103.43228
mxc_C117_STP_33,El Zapote,20.75732,-103.42987
mxc_C117_STP_34,Eco Park,20.7559,-103.42794
mxc_C117_STP_35,Av. Federalistas,20.75418,-103.42559
mxc_C117_STP_36,Avenida Juan Gil Preciado,20.75265,-103.42348
mxc_C117_STP_37,Los Robles,20.75003,-103.41987
mxc_C117_STP_38,Santa monica,20.7483,-103.41772
mxc_C117_STP_39,Dr. Angel Leaño,20.74726,-103.41633
mxc_C117_STP_40,Calle Tesistán,20.74504,-103.41327
mxc_C117_STP_41,Arcos de la Estrella,20.7438,-103.41153
mxc_C117_STP_42,Arcos del Triunfo,20.74117,-103.40789
mxc_C117_STP_44,Anillo Periferico,20.73728,-103.40242
mxc_C117_STP_45,Fernando Aranguren,20.73951,-103.40058
mxc_C117_STP_46,Pedro Martínez Rivas,20.73964,-103.39927
mxc_C117_STP_47,Boulevard de los Charros,20.73975,-103.39489
mxc_C117_STP_50,Centro Cultural Universitario,20.73885,-103.38164
mxc_C117_STP_55,Manuel González,20.7333,-103.36042
mxc_C117_STP_56,Juan del Carmen,20.73235,-103.3568
mxc_C117_STP_57,Calzada Federalismo,20.73122,-103.35312
mxc_C117_STP_58,Tren Ligero Periférico Norte,20.73091,-103.3523
mxc_C117_STP_59,Av. Prolongación Alcalde,20.72867,-103.34657
mxc_C117_STP_60,David Jaime Vivanco,20.72736,-103.34297
mxc_C117_STP_61,Álvaro Obregón,20.72545,-103.33734
mxc_C117_STP_62,Juan José de La Garza,20.72289,-103.33053
mxc_C117_STP_63,Nogal,20.72185,-103.32783
mxc_C117_STP_64,Manuel Juárez,20.72042,-103.32282
mxc_C117_STP_65,Calzada Independencia Norte,20.72105,-103.31841
mxc_C117_STP_67,Calzada Independencia Norte,20.72093,-103.31622
mxc_C117_STP_68,Jesús Amavisca,20.72107,-103.32206
mxc_C117_STP_69,Ignacio Chávez,20.72149,-103.32547
mxc_C117_STP_70,José María Chávez,20.72249,-103.3283
mxc_C117_STP_71,Jerónimo Balleza,20.7233,-103.33047
mxc_C117_STP_72,Av. Imperio Sur,20.72575,-103.33711
mxc_C117_STP_73,Los Belenes,20.72666,-103.33961
mxc_C117_STP_74,Miguel Allende,20.72821,-103.34334
mxc_C117_STP_75,Waterpolo,20.72922,-103.34603
mxc_C117_STP_76,Calzada Federalismo,20.73138,-103.3521
mxc_C117_STP_77,División del Norte,20.73265,-103.3567
mxc_C117_STP_78,Av. De Los Tabachines,20.7336,-103.36014
mxc_C117_STP_87,Industria del Vestido,20.74091,-103.38872
mxc_C117_STP_89,Av. Industria Textil,20.74082,-103.39232
mxc_C117_STP_90,Av. Escoreal,20.74074,-103.39508
mxc_C117_STP_91,Av. Valdepeñas,20.74065,-103.39913
mxc_C117_STP_93,Periférico Norte,20.74008,-103.40539
mxc_C117_STP_94,Arcos del Triunfo,20.74099,-103.40663
mxc_C117_STP_95,Lateral Juan Gil Preciado,20.74227,-103.40839
mxc_C117_STP_96,Arcos de la Estrella,20.74385,-103.41052
mxc_C117_STP_97,La Cima,20.74518,-103.41237
mxc_C117_STP_98,Dr. Angel Leaño,20.74707,-103.41495
mxc_C117_STP_99,Santa monica,20.7485,-103.41715
mxc_C118_STP_01,Quintas del Valle,20.53592,-103.32412
mxc_C118_STP_02,Quintas del Valle,20.53769,-103.32426
mxc_C118_STP_03,Quintas del Valle,20.53907,-103.32588
mxc_C118_STP_04,Quintas del Valle,20.53934,-103.32816
mxc_C118_STP_100,O. Mtz.,20.61288,-103.35047
mxc_C118_STP_102,Prolongación Gobernador Curiel,20.60926,-103.34087
mxc_C118_STP_111,Avenida de los Artesanos,20.582,-103.35078
mxc_C118_STP_122,Calle San Francisco,20.5628,-103.33912
mxc_C118_STP_125,Antigua Carretera a Chapala,20.54774,-103.32998
mxc_C118_STP_129,Quintas del Valle,20.53898,-103.32593
mxc_C118_STP_130,Quintas del Valle,20.53829,-103.32439
mxc_C118_STP_29,Calle Del Sol,20.58344,-103.34962
mxc_C118_STP_34,Avenida de las Rosas,20.59735,-103.34278
mxc_C118_STP_42,Degas,20.6105,-103.34688
mxc_C118_STP_43,J. González Camarena,20.61144,-103.34782
mxc_C118_STP_46,Bellas Artes Oriente,20.61593,-103.35057
mxc_C118_STP_47,Bizet,20.61712,-103.34977
mxc_C118_STP_48,Calle 18,20.6182,-103.34914
mxc_C118_STP_49,Calle 17,20.62072,-103.34731
mxc_C118_STP_52,Juan Valdivia,20.62568,-103.34764
mxc_C118_STP_53,Calzada Gobernador Luis G.Curiel,20.63226,-103.35018
mxc_C118_STP_54,Estacion El Dean,20.63749,-103.35128
mxc_C118_STP_55,Calzada Gobernador Luis G.Curiel,20.64116,-103.35181
mxc_C118_STP_56,Calzada Gobernador Luis G.Curiel,20.64312,-103.35212
mxc_C118_STP_57,Calzada Gobernador Luis G.Curiel,20.64577,-103.35251
mxc_C118_STP_58,Av. Heroe de Nacozari,20.64788,-103.35205
mxc_C118_STP_59,Ganso,20.6515,-103.3505
mxc_C118_STP_60,Cernícalo,20.65229,-103.34935
mxc_C118_STP_61,Av. Washington - Calz. Independencia,20.65727,-103.35058
mxc_C118_STP_62,Calzada del Águila,20.65814,-103.35289
mxc_C118_STP_63,Guadalajara,20.66062,-103.35307
mxc_C118_STP_64,Calzada del Águila,20.66272,-103.3526
mxc_C118_STP_66,Calle Constituyentes,20.66266,-103.35079
mxc_C118_STP_67,Avenida 16 de Septiembre,20.66256,-103.35005
mxc_C118_STP_68,Avenida Niños Héroes,20.66308,-103.34949
mxc_C118_STP_71,Manzano,20.66856,-103.34837
mxc_C118_STP_75,Avenida 16 de Septiembre,20.66673,-103.3485
mxc_C118_STP_78,Avenida 16 de Septiembre,20.65916,-103.35123
mxc_C118_STP_80,Saladero,20.6554,-103.34785
mxc_C118_STP_81,Av. Héroes Ferrocarrileros,20.65446,-103.34664
mxc_C118_STP_82,Chicago,20.65402,-103.34691
mxc_C118_STP_83,Cernicalo,20.6527,-103.34922
mxc_C118_STP_84,Avenida Héroes Ferrocarrileros,20.6521,-103.35029
mxc_C118_STP_85,Avenida Héroes Ferrocarrileros,20.65071,-103.35112
mxc_C118_STP_86,Calle 10,20.64841,-103.35212
mxc_C118_STP_87,Calle Gorrión,20.64615,-103.3531
mxc_C118_STP_88,Vía Transportes,20.64421,-103.3525
mxc_C118_STP_89,Lázaro Cárdenas,20.64071,-103.35241
mxc_C118_STP_90,Calzada Gobernador Luis G.Curiel,20.63695,-103.3516
mxc_C118_STP_91,Calle 36,20.62878,-103.34898
mxc_C118_STP_94,CLEMENTE OROZCO S-N,20.62097,-103.34637
mxc_C118_STP_95,J. Bosch,20.62091,-103.34727
mxc_C118_STP_96,Avenida Academia,20.61847,-103.34907
mxc_C118_STP_98,Bellas Artes Oriente,20.61609,-103.35055
mxc_C118_STP_99,Bellas Artes Oriente,20.61515,-103.35116
mxc_C119V1_STP_08,Calle Pedro Sánchez,20.68332,-103.28444
mxc_C119V1_STP_09,Calle Pedro Sánchez,20.68232,-103.28615
mxc_C119V1_STP_100,Calle María Guadalupe Martínez de Hernández Loza,20.6919,-103.27916
mxc_C119V1_STP_104,Calle María Guadalupe Martínez de Hernández Loza,20.69666,-103.27976
mxc_C119V1_STP_13,Calle Rafael Zayas Enriquez,20.67676,-103.28629
mxc_C119V1_STP_15,Calle Gaza,20.67457,-103.28618
mxc_C119V1_STP_18,Cairo,20.67248,-103.29245
mxc_C119V1_STP_32,Jarauta,20.68081,-103.32868
mxc_C119V1_STP_33,Manuel Doblado,20.6811,-103.33102
mxc_C119V1_STP_40,Calle Pedro Loza,20.68916,-103.34876
mxc_C119V1_STP_41,Calle Jesús García,20.68903,-103.36506
mxc_C119V1_STP_42,Calle Jesús García,20.68923,-103.36856
mxc_C119V1_STP_44,Jose Maria Vigil,20.68926,-103.37299
mxc_C119V1_STP_45,Ladrón de Guevara,20.6893,-103.37524
mxc_C119V1_STP_60,Calle Joaquín Angulo,20.68201,-103.33857
mxc_C119V1_STP_61,Prosperidad,20.68203,-103.33773
mxc_C119V1_STP_63,Pedro A. Galván,20.68167,-103.32984
mxc_C119V1_STP_84,Calle Demóstenes,20.67738,-103.28769
mxc_C11_STP_01,Calle Puerto del Carmen,20.70681,-103.30957
mxc_C11_STP_02,Calle Igualdad,20.70729,-103.3111
mxc_C11_STP_03,San Marcos,20.70754,-103.31188
mxc_C11_STP_04,Calle Igualdad,20.70801,-103.31333
mxc_C11_STP_05,Calle Prudencia,20.71256,-103.31659
mxc_C11_STP_06,Montes Urales,20.71316,-103.31641
mxc_C11_STP_07,Calle Batallón de San Patricio,20.71607,-103.31657
mxc_C11_STP_08,Calle Batallón de San Patricio,20.71636,-103.319
mxc_C11_STP_09,Calle Eutimio Pinzón,20.71724,-103.3226
mxc_C11_STP_10,Calle Jesus Amavisca,20.71725,-103.32435
mxc_C11_STP_11,Calle Eutimio Pinzón,20.71727,-103.32599
mxc_C11_STP_12,Calle Eutimio Pinzón,20.71728,-103.3282
mxc_C11_STP_13,Avenida Patria,20.71428,-103.33852
mxc_C11_STP_14,Calle Navarra,20.71262,-103.33865
mxc_C11_STP_15,Calle Navarra,20.71143,-103.33882
mxc_C11_STP_16,Calle Juan Zubaran,20.70513,-103.34066
mxc_C11_STP_17,Calle Juan Zubaran,20.7034,-103.34163
mxc_C11_STP_18,Calle Paseo de los Filósofos,20.70062,-103.34251
mxc_C11_STP_19,Calle Paseo de los Filósofos,20.69832,-103.34278
mxc_C11_STP_21,Calle Pino Suárez,20.68695,-103.3464
mxc_C11_STP_23,Calle Pino Suárez,20.683,-103.34619
mxc_C11_STP_24,Calle Pino Suárez,20.68044,-103.34605
mxc_C11_STP_34,Calle Fray Junípero Serra,20.69268,-103.34271
mxc_C11_STP_35,Calle Paseo de los Filósofos,20.69753,-103.34272
mxc_C11_STP_36,Calle Paseo de los Filósofos,20.7003,-103.34242
